Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-16 09:30:00-05:00,170.77000427246094,171.1199951171875,169.83999633789062,170.15350341796875,954298,0,0
2020-12-16 09:35:00-05:00,170.15870666503906,170.32620239257812,169.11000061035156,169.4199981689453,452445,0,0
2020-12-16 09:40:00-05:00,169.4311065673828,169.6811065673828,168.97999572753906,169.41799926757812,296270,0,0
2020-12-16 09:45:00-05:00,169.39999389648438,169.92999267578125,169.1199951171875,169.92930603027344,319950,0,0
2020-12-16 09:50:00-05:00,169.9499969482422,170.57000732421875,169.9499969482422,170.47999572753906,460547,0,0
2020-12-16 09:55:00-05:00,170.5,170.72000122070312,170.110595703125,170.13999938964844,293207,0,0
2020-12-16 10:00:00-05:00,170.16000366210938,170.74000549316406,170.0,170.72000122070312,300265,0,0
2020-12-16 10:05:00-05:00,170.74000549316406,170.91000366210938,170.47999572753906,170.80999755859375,245386,0,0
2020-12-16 10:10:00-05:00,170.83900451660156,171.08999633789062,170.18099975585938,170.3323974609375,295693,0,0
2020-12-16 10:15:00-05:00,170.31199645996094,170.47999572753906,169.5,169.85989379882812,317159,0,0
2020-12-16 10:20:00-05:00,169.82000732421875,170.02999877929688,169.08999633789062,169.8206024169922,418018,0,0
2020-12-16 10:25:00-05:00,169.88999938964844,170.67999267578125,169.83999633789062,170.60000610351562,342607,0,0
2020-12-16 10:30:00-05:00,170.6199951171875,171.17999267578125,170.55999755859375,171.02000427246094,306896,0,0
2020-12-16 10:35:00-05:00,171.01199340820312,171.4199981689453,170.91000366210938,171.1074981689453,261819,0,0
2020-12-16 10:40:00-05:00,171.09100341796875,171.40919494628906,171.09100341796875,171.3699951171875,141698,0,0
2020-12-16 10:45:00-05:00,171.33999633789062,171.5,170.97999572753906,171.22999572753906,214332,0,0
2020-12-16 10:50:00-05:00,171.22999572753906,171.41000366210938,171.07000732421875,171.16000366210938,143092,0,0
2020-12-16 10:55:00-05:00,171.16099548339844,171.28810119628906,170.85000610351562,171.04989624023438,152420,0,0
2020-12-16 11:00:00-05:00,171.0500030517578,171.6199951171875,170.89999389648438,171.57000732421875,250505,0,0
2020-12-16 11:05:00-05:00,171.5843048095703,171.75999450683594,171.41000366210938,171.52000427246094,190903,0,0
2020-12-16 11:10:00-05:00,171.50999450683594,171.64999389648438,171.3000030517578,171.58999633789062,122633,0,0
2020-12-16 11:15:00-05:00,171.55999755859375,171.57000732421875,170.6699981689453,171.0399932861328,237833,0,0
2020-12-16 11:20:00-05:00,171.02999877929688,171.3000030517578,170.7899932861328,171.1699981689453,161589,0,0
2020-12-16 11:25:00-05:00,171.1699981689453,171.5,171.10000610351562,171.44000244140625,161705,0,0
2020-12-16 11:30:00-05:00,171.47000122070312,171.9600067138672,171.39999389648438,171.91009521484375,234109,0,0
2020-12-16 11:35:00-05:00,171.90750122070312,172.07000732421875,171.82000732421875,172.0,235262,0,0
2020-12-16 11:40:00-05:00,172.00669860839844,172.10000610351562,171.83099365234375,171.9300994873047,147898,0,0
2020-12-16 11:45:00-05:00,171.9499053955078,172.15980529785156,171.88499450683594,172.11000061035156,118348,0,0
2020-12-16 11:50:00-05:00,172.1199951171875,172.4300994873047,172.0800018310547,172.2819061279297,210376,0,0
2020-12-16 11:55:00-05:00,172.28109741210938,172.38999938964844,172.14999389648438,172.31410217285156,119044,0,0
2020-12-16 12:00:00-05:00,172.3300018310547,172.4199981689453,171.9600067138672,172.12139892578125,123426,0,0
2020-12-16 12:05:00-05:00,172.1300048828125,172.53500366210938,172.07009887695312,172.42999267578125,151075,0,0
2020-12-16 12:10:00-05:00,172.41000366210938,172.42010498046875,172.1300048828125,172.25999450683594,74017,0,0
2020-12-16 12:15:00-05:00,172.30999755859375,172.5399932861328,172.25999450683594,172.3538055419922,89886,0,0
2020-12-16 12:20:00-05:00,172.3300018310547,172.36099243164062,171.9600067138672,171.9600067138672,122937,0,0
2020-12-16 12:25:00-05:00,171.9499969482422,172.1199951171875,171.8000030517578,172.02000427246094,144438,0,0
2020-12-16 12:30:00-05:00,172.0,172.0,171.66000366210938,171.83999633789062,110185,0,0
2020-12-16 12:35:00-05:00,171.8791961669922,172.02999877929688,171.8000030517578,171.8699951171875,87827,0,0
2020-12-16 12:40:00-05:00,171.85000610351562,172.07980346679688,171.61000061035156,171.95989990234375,145057,0,0
2020-12-16 12:45:00-05:00,171.9199981689453,172.13999938964844,171.72999572753906,171.7899932861328,165126,0,0
2020-12-16 12:50:00-05:00,171.75,171.83999633789062,171.27999877929688,171.81520080566406,131980,0,0
2020-12-16 12:55:00-05:00,171.8000030517578,172.0399932861328,171.7313995361328,172.00999450683594,78489,0,0
2020-12-16 13:00:00-05:00,172.00999450683594,172.01910400390625,171.60000610351562,171.8618927001953,98285,0,0
2020-12-16 13:05:00-05:00,171.86000061035156,171.87899780273438,171.25379943847656,171.3717041015625,144322,0,0
2020-12-16 13:10:00-05:00,171.3300018310547,171.88999938964844,171.27999877929688,171.875,141451,0,0
2020-12-16 13:15:00-05:00,171.8699951171875,171.8699951171875,171.5800018310547,171.7899932861328,66517,0,0
2020-12-16 13:20:00-05:00,171.77999877929688,171.9600067138672,171.7554931640625,171.81199645996094,72800,0,0
2020-12-16 13:25:00-05:00,171.8300018310547,171.91000366210938,171.4600067138672,171.52999877929688,98533,0,0
2020-12-16 13:30:00-05:00,171.50999450683594,172.1300048828125,171.48500061035156,172.08999633789062,155172,0,0
2020-12-16 13:35:00-05:00,172.0399932861328,172.2198944091797,171.92999267578125,172.16000366210938,111130,0,0
2020-12-16 13:40:00-05:00,172.16000366210938,172.3000030517578,172.10000610351562,172.25999450683594,72745,0,0
2020-12-16 13:45:00-05:00,172.26499938964844,172.30740356445312,172.07000732421875,172.17239379882812,117715,0,0
2020-12-16 13:50:00-05:00,172.2100067138672,172.30999755859375,172.0399932861328,172.17080688476562,78766,0,0
2020-12-16 13:55:00-05:00,172.1699981689453,172.25999450683594,171.99139404296875,171.9998016357422,97842,0,0
2020-12-16 14:00:00-05:00,172.02999877929688,172.389892578125,171.3800048828125,171.74000549316406,297562,0,0
2020-12-16 14:05:00-05:00,171.67999267578125,171.71189880371094,170.7100067138672,171.02999877929688,303205,0,0
2020-12-16 14:10:00-05:00,171.02000427246094,171.1199951171875,170.57000732421875,171.04319763183594,224158,0,0
2020-12-16 14:15:00-05:00,171.00999450683594,171.11000061035156,170.73240661621094,170.82940673828125,156271,0,0
2020-12-16 14:20:00-05:00,170.90499877929688,171.4600067138672,170.82000732421875,171.4600067138672,202436,0,0
2020-12-16 14:25:00-05:00,171.46099853515625,171.47999572753906,171.19000244140625,171.32000732421875,121186,0,0
2020-12-16 14:30:00-05:00,171.3300018310547,172.0749969482422,171.3300018310547,172.05999755859375,279121,0,0
2020-12-16 14:35:00-05:00,172.05990600585938,172.99000549316406,172.0500030517578,172.83999633789062,453937,0,0
2020-12-16 14:40:00-05:00,172.84959411621094,173.02000427246094,172.69000244140625,172.97000122070312,265329,0,0
2020-12-16 14:45:00-05:00,172.97999572753906,173.2899932861328,172.91000366210938,173.25999450683594,270145,0,0
2020-12-16 14:50:00-05:00,173.28990173339844,173.33999633789062,173.0399932861328,173.1300048828125,187230,0,0
2020-12-16 14:55:00-05:00,173.13450622558594,173.39999389648438,173.0800018310547,173.3300018310547,201116,0,0
2020-12-16 15:00:00-05:00,173.32000732421875,173.44000244140625,173.0500030517578,173.3470001220703,167877,0,0
2020-12-16 15:05:00-05:00,173.3531951904297,173.47999572753906,172.9875946044922,173.1999969482422,180479,0,0
2020-12-16 15:10:00-05:00,173.19000244140625,173.25999450683594,172.9158935546875,173.11000061035156,163617,0,0
2020-12-16 15:15:00-05:00,173.09609985351562,173.42999267578125,172.889892578125,173.33999633789062,204662,0,0
2020-12-16 15:20:00-05:00,173.3300018310547,173.72999572753906,173.30999755859375,173.6699981689453,299015,0,0
2020-12-16 15:25:00-05:00,173.68809509277344,173.8699951171875,173.61000061035156,173.7100067138672,197310,0,0
2020-12-16 15:30:00-05:00,173.75,174.19000244140625,173.67999267578125,174.12890625,327236,0,0
2020-12-16 15:35:00-05:00,174.12139892578125,174.1699981689453,173.66000366210938,174.02999877929688,268239,0,0
2020-12-16 15:40:00-05:00,174.02999877929688,174.25,173.8000030517578,173.8800048828125,281877,0,0
2020-12-16 15:45:00-05:00,173.8699951171875,173.9499969482422,173.63999938964844,173.84500122070312,230632,0,0
2020-12-16 15:50:00-05:00,173.8300018310547,173.8300018310547,173.0500030517578,173.44000244140625,321582,0,0
2020-12-16 15:55:00-05:00,173.5,173.5854949951172,172.6999969482422,172.83999633789062,389885,0,0
2020-12-17 09:30:00-05:00,175.6999969482422,176.6750030517578,175.52499389648438,176.4499969482422,1055137,0,0
2020-12-17 09:35:00-05:00,176.47999572753906,176.5989990234375,175.75999450683594,176.32000732421875,534674,0,0
2020-12-17 09:40:00-05:00,176.3000030517578,176.30999755859375,175.72000122070312,175.7720947265625,244356,0,0
2020-12-17 09:45:00-05:00,175.75999450683594,176.44000244140625,175.50999450683594,176.35659790039062,348533,0,0
2020-12-17 09:50:00-05:00,176.3000030517578,176.44000244140625,175.67999267578125,175.7386016845703,295081,0,0
2020-12-17 09:55:00-05:00,175.7100067138672,175.97000122070312,175.30999755859375,175.72760009765625,263896,0,0
2020-12-17 10:00:00-05:00,175.77999877929688,175.97999572753906,175.07000732421875,175.1999969482422,291167,0,0
